GE, 5/27/2024, ,1, Long, , , , 0.732, 0.8, 0.909, 0.9, 0.74
GE, 5/20/2024, ,2, Long, , , , 0.8079999999999999, 0.963, 0.9229999999999999, 0.893, 0.5
GE, 5/27/2024, ,2, Long, , , , 0.8079999999999999, 0.963, 0.9229999999999999, 0.893, 0.5
GE, 5/13/2024, ,3, Long, , , , 0.88, 0.909, 0.96, 0.88, 0.71
GE, 5/20/2024, ,3, Long, , , , 0.88, 0.909, 0.96, 0.88, 0.71
GE, 5/27/2024, ,3, Long, , , , 0.88, 0.909, 0.96, 0.88, 0.71
GE, 5/6/2024, ,4, Long, , , , 0.981, 0.9520000000000001, 0.9570000000000001, 0.913, 0.79
GE, 5/13/2024, ,4, Long, , , , 0.981, 0.9520000000000001, 0.9570000000000001, 0.913, 0.79
GE, 5/20/2024, ,4, Long, , , , 0.981, 0.9520000000000001, 0.9570000000000001, 0.913, 0.79
GE, 5/27/2024, ,4, Long, , , , 0.981, 0.9520000000000001, 0.9570000000000001, 0.913, 0.79
AIG, 5/13/2024, ,3, Long, , , , 0.9520000000000001, 0.9129999999999999, 0.81, 0.776, 0.52
AIG, 5/20/2024, ,3, Long, , , , 0.9520000000000001, 0.9129999999999999, 0.81, 0.776, 0.52
AIG, 5/27/2024, ,3, Long, , , , 0.9520000000000001, 0.9129999999999999, 0.81, 0.776, 0.52
AIG, 5/6/2024, ,4, Long, , , , 0.948, 0.9329999999999999, 0.884, 0.833, 0.6
AIG, 5/13/2024, ,4, Long, , , , 0.948, 0.9329999999999999, 0.884, 0.833, 0.6
AIG, 5/20/2024, ,4, Long, , , , 0.948, 0.9329999999999999, 0.884, 0.833, 0.6
AIG, 5/27/2024, ,4, Long, , , , 0.948, 0.9329999999999999, 0.884, 0.833, 0.6
ETN, 5/20/2024, ,2, Long, , , , 0.978, 0.9329999999999999, 0.857, 0.867, 0.7
ETN, 5/27/2024, ,2, Long, , , , 0.978, 0.9329999999999999, 0.857, 0.867, 0.7
