HCA, 4/15/2024, 3, Long, 1.0, 0.914, 0.889, 0.842, 0.74
HCA, 4/22/2024, 3, Long, 1.0, 0.914, 0.889, 0.842, 0.74
HCA, 4/1/2024, 4, Long, 0.9740000000000001, 0.865, 0.919, 0.892, 0.68
HCA, 4/8/2024, 4, Long, 0.9740000000000001, 0.865, 0.919, 0.892, 0.68
HCA, 4/15/2024, 4, Long, 0.9740000000000001, 0.865, 0.919, 0.892, 0.68
HCA, 4/22/2024, 4, Long, 0.9740000000000001, 0.865, 0.919, 0.892, 0.68
PG, 4/8/2024, 3, Long, 0.9670000000000001, 0.778, 0.8, 0.812, 0.68
PG, 4/15/2024, 3, Long, 0.9670000000000001, 0.778, 0.8, 0.812, 0.68
MMC, 4/1/2024, 4, Long, 0.943, 0.9740000000000001, 0.8109999999999999, 0.829, 0.75
MMC, 4/8/2024, 4, Long, 0.943, 0.9740000000000001, 0.8109999999999999, 0.829, 0.75
MMC, 4/15/2024, 4, Long, 0.943, 0.9740000000000001, 0.8109999999999999, 0.829, 0.75
MMC, 4/22/2024, 4, Long, 0.943, 0.9740000000000001, 0.8109999999999999, 0.829, 0.75
PRU, 4/8/2024, 3, Long, 0.9470000000000001, 0.778, 0.7879999999999999, 0.75, 0.65
PRU, 4/15/2024, 3, Long, 0.9470000000000001, 0.778, 0.7879999999999999, 0.75, 0.65
PRU, 4/22/2024, 3, Long, 0.9470000000000001, 0.778, 0.7879999999999999, 0.75, 0.65
MA, 4/8/2024, 4, Long, 0.9840000000000001, 0.7859999999999999, 0.909, 0.839, 0.75
MA, 4/15/2024, 4, Long, 0.9840000000000001, 0.7859999999999999, 0.909, 0.839, 0.75
MA, 4/22/2024, 4, Long, 0.9840000000000001, 0.7859999999999999, 0.909, 0.839, 0.75
GWW, 4/1/2024, 4, Long, 0.9740000000000001, 0.848, 0.8420000000000001, 0.789, 0.7
GWW, 4/8/2024, 4, Long, 0.9740000000000001, 0.848, 0.8420000000000001, 0.789, 0.7
GWW, 4/15/2024, 4, Long, 0.9740000000000001, 0.848, 0.8420000000000001, 0.789, 0.7
GWW, 4/22/2024, 4, Long, 0.9740000000000001, 0.848, 0.8420000000000001, 0.789, 0.7
COR, 4/1/2024, 4, Short, 0.9890000000000001, 0.765, 0.889, 0.875, 0.7
COR, 4/22/2024, 4, Short, 0.9890000000000001, 0.765, 0.889, 0.875, 0.7
CTVA, 4/8/2024, 3, Long, 0.951, 0.909, 0.818, 0.864, 0.87
CTVA, 4/15/2024, 3, Short, 0.951, 0.909, 0.818, 0.864, 0.87
CTVA, 4/22/2024, 3, Short, 0.951, 0.909, 0.818, 0.864, 0.87
MOH, 4/8/2024, 3, Long, 0.988, 0.8, 0.919, 0.775, 0.74
MOH, 4/15/2024, 3, Long, 0.988, 0.8, 0.919, 0.775, 0.74
MOH, 4/22/2024, 3, Long, 0.988, 0.8, 0.919, 0.775, 0.74
MOH, 4/1/2024, 4, Long, 0.965, 0.9, 0.865, 0.85, 0.69
MOH, 4/8/2024, 4, Long, 0.965, 0.9, 0.865, 0.85, 0.69
MOH, 4/15/2024, 4, Long, 0.965, 0.9, 0.865, 0.85, 0.69
MOH, 4/22/2024, 4, Long, 0.965, 0.9, 0.865, 0.85, 0.69
CVX, 4/1/2024, 4, Long, 0.971, 0.828, 0.903, 0.812, 0.82
CVX, 4/8/2024, 4, Long, 0.971, 0.828, 0.903, 0.812, 0.82
CVX, 4/15/2024, 4, Long, 0.971, 0.828, 0.903, 0.812, 0.82
CVX, 4/22/2024, 4, Short, 0.971, 0.828, 0.903, 0.875, 0.82
LIN, 4/8/2024, 3, Long, 0.946, 0.778, 0.8240000000000001, 0.757, 0.66
LIN, 4/15/2024, 3, Long, 0.946, 0.778, 0.8240000000000001, 0.757, 0.66
LIN, 4/22/2024, 3, Long, 0.946, 0.778, 0.8240000000000001, 0.757, 0.66
QCOM, 4/1/2024, 4, Long, 0.951, 0.846, 0.8240000000000001, 0.758, 0.76
QCOM, 4/8/2024, 4, Long, 0.951, 0.846, 0.8240000000000001, 0.758, 0.76
QCOM, 4/15/2024, 4, Short, 0.951, 0.846, 0.8240000000000001, 0.867, 0.76
QCOM, 4/22/2024, 4, Short, 0.951, 0.846, 0.8240000000000001, 0.867, 0.76
PM, 4/8/2024, 3, Long, 0.912, 0.875, 0.759, 0.862, 0.78
PM, 4/1/2024, 4, Long, 0.9490000000000001, 0.8, 0.815, 0.767, 0.76
PM, 4/8/2024, 4, Long, 0.9490000000000001, 0.8, 0.815, 0.767, 0.76
PM, 4/15/2024, 4, Short, 0.9490000000000001, 0.8, 0.815, 0.778, 0.76
PM, 4/22/2024, 4, Short, 0.9490000000000001, 0.8, 0.815, 0.778, 0.76
BKNG, 4/1/2024, 4, Long, 0.919, 0.7879999999999999, 0.8, 0.767, 0.76
BKNG, 4/8/2024, 4, Long, 0.919, 0.7879999999999999, 0.8, 0.767, 0.76
BKNG, 4/15/2024, 4, Long, 0.919, 0.7879999999999999, 0.8, 0.767, 0.76
BKNG, 4/22/2024, 4, Long, 0.919, 0.7879999999999999, 0.8, 0.767, 0.76
ELV, 4/1/2024, 4, Long, 0.958, 0.8, 0.812, 0.758, 0.73
ELV, 4/8/2024, 4, Long, 0.958, 0.8, 0.812, 0.758, 0.73
ELV, 4/15/2024, 4, Long, 0.958, 0.8, 0.812, 0.758, 0.73
ELV, 4/22/2024, 4, Long, 0.958, 0.8, 0.812, 0.758, 0.73
META, 4/15/2024, 2, Long, 0.9740000000000001, 0.8109999999999999, 0.8, 0.795, 0.57
META, 4/22/2024, 2, Long, 0.9740000000000001, 0.8109999999999999, 0.8, 0.795, 0.57
LLY, 4/8/2024, 4, Long, 0.9209999999999999, 0.882, 0.757, 0.784, 0.64
LLY, 4/15/2024, 4, Long, 0.9209999999999999, 0.882, 0.757, 0.784, 0.64
LLY, 4/22/2024, 4, Long, 0.9209999999999999, 0.882, 0.757, 0.784, 0.64
V, 4/8/2024, 3, Long, 0.9570000000000001, 0.857, 0.812, 0.778, 0.65
V, 4/15/2024, 3, Long, 0.9570000000000001, 0.857, 0.812, 0.778, 0.65
V, 4/22/2024, 3, Long, 0.9570000000000001, 0.857, 0.812, 0.778, 0.65
XOM, 4/1/2024, 4, Long, 0.9520000000000001, 0.828, 0.833, 0.846, 0.81
XOM, 4/8/2024, 4, Long, 0.9520000000000001, 0.828, 0.833, 0.846, 0.81
XOM, 4/15/2024, 4, Long, 0.9520000000000001, 0.828, 0.833, 0.846, 0.81
XOM, 4/22/2024, 4, Long, 0.9520000000000001, 0.828, 0.833, 0.846, 0.81
MA, 4/8/2024, 4, Long, 0.9840000000000001, 0.7859999999999999, 0.909, 0.839, 0.75
MA, 4/15/2024, 4, Long, 0.9840000000000001, 0.7859999999999999, 0.909, 0.839, 0.75
MA, 4/22/2024, 4, Long, 0.9840000000000001, 0.7859999999999999, 0.909, 0.839, 0.75
PG, 4/8/2024, 3, Long, 0.9670000000000001, 0.778, 0.8, 0.812, 0.68
PG, 4/15/2024, 3, Long, 0.9670000000000001, 0.778, 0.8, 0.812, 0.68
COST, 4/8/2024, 3, Long, 0.848, 0.889, 0.8370000000000001, 0.76, 0.5
COST, 4/15/2024, 3, Long, 0.848, 0.889, 0.8370000000000001, 0.76, 0.5
COST, 4/22/2024, 3, Long, 0.848, 0.889, 0.8370000000000001, 0.76, 0.5
CVX, 4/1/2024, 4, Long, 0.971, 0.828, 0.903, 0.812, 0.82
CVX, 4/8/2024, 4, Long, 0.971, 0.828, 0.903, 0.812, 0.82
CVX, 4/15/2024, 4, Long, 0.971, 0.828, 0.903, 0.812, 0.82
CVX, 4/22/2024, 4, Short, 0.971, 0.828, 0.903, 0.875, 0.82
NFLX, 4/1/2024, 4, Long, 0.9740000000000001, 0.857, 0.8, 0.774, 0.78
NFLX, 4/8/2024, 4, Long, 0.9740000000000001, 0.857, 0.8, 0.774, 0.78
NFLX, 4/15/2024, 4, Long, 0.9740000000000001, 0.857, 0.8, 0.774, 0.78
NFLX, 4/22/2024, 4, Long, 0.9740000000000001, 0.857, 0.8, 0.774, 0.78
LIN, 4/8/2024, 3, Long, 0.946, 0.778, 0.8240000000000001, 0.757, 0.66
LIN, 4/15/2024, 3, Long, 0.946, 0.778, 0.8240000000000001, 0.757, 0.66
LIN, 4/22/2024, 3, Long, 0.946, 0.778, 0.8240000000000001, 0.757, 0.66
ORCL, 4/1/2024, 4, Short, 0.988, 0.882, 0.889, 0.9, 0.77
ORCL, 4/8/2024, 4, Long, 0.988, 0.882, 0.889, 0.816, 0.77
ORCL, 4/15/2024, 4, Long, 0.988, 0.882, 0.889, 0.816, 0.77
ORCL, 4/22/2024, 4, Long, 0.988, 0.882, 0.889, 0.816, 0.77
CAT, 4/1/2024, 4, Long, 0.955, 0.884, 0.8420000000000001, 0.761, 0.56
CAT, 4/8/2024, 4, Long, 0.955, 0.884, 0.8420000000000001, 0.761, 0.56
CAT, 4/15/2024, 4, Long, 0.955, 0.884, 0.8420000000000001, 0.761, 0.56
CAT, 4/22/2024, 4, Long, 0.955, 0.884, 0.8420000000000001, 0.761, 0.56
QCOM, 4/1/2024, 4, Long, 0.951, 0.846, 0.8240000000000001, 0.758, 0.76
QCOM, 4/8/2024, 4, Long, 0.951, 0.846, 0.8240000000000001, 0.758, 0.76
QCOM, 4/15/2024, 4, Short, 0.951, 0.846, 0.8240000000000001, 0.867, 0.76
QCOM, 4/22/2024, 4, Short, 0.951, 0.846, 0.8240000000000001, 0.867, 0.76
GE, 4/8/2024, 3, Long, 0.9570000000000001, 0.85, 0.848, 0.775, 0.69
GE, 4/15/2024, 3, Long, 0.9570000000000001, 0.85, 0.848, 0.775, 0.69
GE, 4/22/2024, 3, Long, 0.9570000000000001, 0.85, 0.848, 0.775, 0.69
GE, 4/1/2024, 4, Long, 0.9670000000000001, 0.872, 0.909, 0.842, 0.76
GE, 4/8/2024, 4, Long, 0.9670000000000001, 0.872, 0.909, 0.842, 0.76
GE, 4/15/2024, 4, Long, 0.9670000000000001, 0.872, 0.909, 0.842, 0.76
GE, 4/22/2024, 4, Long, 0.9670000000000001, 0.872, 0.909, 0.842, 0.76
PM, 4/8/2024, 3, Long, 0.912, 0.875, 0.759, 0.862, 0.78
PM, 4/1/2024, 4, Long, 0.9490000000000001, 0.8, 0.815, 0.767, 0.76
PM, 4/8/2024, 4, Long, 0.9490000000000001, 0.8, 0.815, 0.767, 0.76
PM, 4/15/2024, 4, Short, 0.9490000000000001, 0.8, 0.815, 0.778, 0.76
PM, 4/22/2024, 4, Short, 0.9490000000000001, 0.8, 0.815, 0.778, 0.76
T, 4/1/2024, 4, Short, 0.912, 0.8, 0.75, 0.75, 0.77
T, 4/8/2024, 4, Long, 0.912, 0.8, 0.75, 0.792, 0.77
T, 4/15/2024, 4, Long, 0.912, 0.8, 0.75, 0.792, 0.77
T, 4/22/2024, 4, Long, 0.912, 0.8, 0.75, 0.792, 0.77
BKNG, 4/1/2024, 4, Long, 0.919, 0.7879999999999999, 0.8, 0.767, 0.76
BKNG, 4/8/2024, 4, Long, 0.919, 0.7879999999999999, 0.8, 0.767, 0.76
BKNG, 4/15/2024, 4, Long, 0.919, 0.7879999999999999, 0.8, 0.767, 0.76
BKNG, 4/22/2024, 4, Long, 0.919, 0.7879999999999999, 0.8, 0.767, 0.76
ELV, 4/1/2024, 4, Long, 0.958, 0.8, 0.812, 0.758, 0.73
ELV, 4/8/2024, 4, Long, 0.958, 0.8, 0.812, 0.758, 0.73
ELV, 4/15/2024, 4, Long, 0.958, 0.8, 0.812, 0.758, 0.73
ELV, 4/22/2024, 4, Long, 0.958, 0.8, 0.812, 0.758, 0.73
SYK, 4/15/2024, 4, Long, 0.94, 0.8240000000000001, 0.774, 0.812, 0.72
SYK, 4/22/2024, 4, Long, 0.94, 0.8240000000000001, 0.774, 0.812, 0.72
TJX, 4/1/2024, 4, Long, 0.938, 0.9, 0.8109999999999999, 0.805, 0.65
TJX, 4/8/2024, 4, Long, 0.938, 0.9, 0.8109999999999999, 0.805, 0.65
TJX, 4/15/2024, 4, Long, 0.938, 0.9, 0.8109999999999999, 0.805, 0.65
TJX, 4/22/2024, 4, Long, 0.938, 0.9, 0.8109999999999999, 0.805, 0.65
ETN, 4/15/2024, 2, Long, 0.88, 0.769, 0.9129999999999999, 0.75, 0.51
ETN, 4/22/2024, 2, Long, 0.88, 0.769, 0.9129999999999999, 0.75, 0.51
ETN, 4/1/2024, 4, Long, 0.961, 0.9570000000000001, 0.857, 0.833, 0.5
ETN, 4/8/2024, 4, Long, 0.961, 0.9570000000000001, 0.857, 0.833, 0.5
ETN, 4/15/2024, 4, Long, 0.961, 0.9570000000000001, 0.857, 0.833, 0.5
ETN, 4/22/2024, 4, Long, 0.961, 0.9570000000000001, 0.857, 0.833, 0.5
PGR, 4/8/2024, 3, Long, 0.982, 0.8, 0.897, 0.885, 0.78
PGR, 4/15/2024, 3, Long, 0.982, 0.8, 0.897, 0.885, 0.78
PGR, 4/22/2024, 3, Long, 0.982, 0.8, 0.897, 0.885, 0.78
REGN, 4/1/2024, 4, Long, 0.9009999999999999, 0.857, 0.846, 0.793, 0.8
REGN, 4/8/2024, 4, Long, 0.9009999999999999, 0.857, 0.846, 0.793, 0.8
REGN, 4/15/2024, 4, Long, 0.9009999999999999, 0.857, 0.846, 0.793, 0.8
REGN, 4/22/2024, 4, Long, 0.9009999999999999, 0.857, 0.846, 0.793, 0.8
MMC, 4/1/2024, 4, Long, 0.943, 0.9740000000000001, 0.8109999999999999, 0.829, 0.75
MMC, 4/8/2024, 4, Long, 0.943, 0.9740000000000001, 0.8109999999999999, 0.829, 0.75
MMC, 4/15/2024, 4, Long, 0.943, 0.9740000000000001, 0.8109999999999999, 0.829, 0.75
MMC, 4/22/2024, 4, Long, 0.943, 0.9740000000000001, 0.8109999999999999, 0.829, 0.75
CVS, 4/1/2024, 4, Long, 0.9440000000000001, 0.909, 0.848, 0.806, 0.8
CVS, 4/8/2024, 4, Long, 0.9440000000000001, 0.909, 0.848, 0.806, 0.8
CVS, 4/15/2024, 4, Long, 0.9440000000000001, 0.909, 0.848, 0.806, 0.8
CVS, 4/22/2024, 4, Short, 0.9440000000000001, 0.909, 0.848, 0.917, 0.8
AMT, 4/22/2024, 2, Long, 0.912, 0.774, 0.759, 0.767, 0.71
BX, 4/1/2024, 4, Long, 0.958, 0.9, 0.857, 0.783, 0.58
BX, 4/8/2024, 4, Long, 0.958, 0.9, 0.857, 0.783, 0.58
BX, 4/15/2024, 4, Long, 0.958, 0.9, 0.857, 0.783, 0.58
BX, 4/22/2024, 4, Long, 0.958, 0.9, 0.857, 0.783, 0.58
SNPS, 4/1/2024, 4, Long, 0.867, 0.848, 0.865, 0.769, 0.72
SNPS, 4/8/2024, 4, Long, 0.867, 0.848, 0.865, 0.769, 0.72
SNPS, 4/15/2024, 4, Long, 0.867, 0.848, 0.865, 0.769, 0.72
SNPS, 4/22/2024, 4, Long, 0.867, 0.848, 0.865, 0.769, 0.72
SO, 4/22/2024, 3, Short, 0.941, 0.875, 0.75, 0.8, 0.74
DUK, 4/15/2024, 4, Long, 0.986, 0.865, 0.759, 0.771, 0.7
CSX, 4/8/2024, 3, Long, 0.943, 0.848, 0.8420000000000001, 0.811, 0.72
CSX, 4/15/2024, 3, Long, 0.943, 0.848, 0.8420000000000001, 0.811, 0.72
CSX, 4/22/2024, 3, Long, 0.943, 0.848, 0.8420000000000001, 0.811, 0.72
CSX, 4/1/2024, 4, Short, 0.937, 0.848, 0.75, 0.75, 0.7
WM, 4/1/2024, 4, Long, 0.809, 0.878, 0.821, 0.756, 0.57
WM, 4/8/2024, 4, Long, 0.809, 0.878, 0.821, 0.756, 0.57
WM, 4/15/2024, 4, Long, 0.809, 0.878, 0.821, 0.756, 0.57
WM, 4/22/2024, 4, Long, 0.809, 0.878, 0.821, 0.756, 0.57
CTVA, 4/8/2024, ,3, Long, , , , 0.951, 0.909, 0.818, 0.864, 0.87
CTVA, 4/15/2024, ,3, Short, , , , 0.951, 0.909, 0.818, 0.864, 0.87
CTVA, 4/22/2024, ,3, Short, , , , 0.951, 0.909, 0.818, 0.864, 0.87
V, 4/8/2024, ,3, Long, , , , 0.9570000000000001, 0.857, 0.812, 0.778, 0.65
V, 4/15/2024, ,3, Long, , , , 0.9570000000000001, 0.857, 0.812, 0.778, 0.65
V, 4/22/2024, ,3, Long, , , , 0.9570000000000001, 0.857, 0.812, 0.778, 0.65
